id,member_id,emp_length,policy_code,loan_status
892429,1109364,1,1,2
892412,1109296,6,1,2
892351,1109284,11,1,2
892349,1109282,11,1,2
892344,1109276,0,1,2
889503,1106085,8,1,2
892301,1109239,7,1,2
890803,1107577,4,1,2
891197,1107990,5,1,2
892242,1109169,2,1,2
892252,1109180,4,1,2
892235,1109112,0,1,2
892209,1109144,4,1,1
890651,1107298,4,1,2
892225,1085583,4,1,2
864266,1077431,7,1,2
892112,1108983,4,1,2
892153,1109077,3,1,2
892182,1109113,7,1,2
892056,1108976,0,1,2
892118,1108989,0,1,2
848803,1060457,3,1,2
892074,1108951,8,1,2
878547,1093302,0,1,2
890209,1106883,4,1,2
838307,1048379,6,1,2
892021,1108891,7,1,2
892064,1108939,11,1,1
871718,1085871,11,1,2
892024,1108894,5,1,2
892020,1108890,11,1,2
891946,1108865,11,1,2
891968,1108840,6,1,2
891857,1108768,7,1,1
891940,1108806,0,1,2
891913,1108775,3,1,1
891918,1108780,7,1,0
891804,1108720,3,1,1
890942,1107660,1,1,1
891867,1108734,7,1,2
891701,1108562,2,1,2
891797,1108662,2,1,2
891799,1108714,2,1,2
891840,1108700,11,1,2
891795,1108660,0,1,2
880146,1095101,4,1,2
891773,1108636,11,1,2
891766,1108628,3,1,2
891745,1108595,5,1,0
891712,1108504,2,1,2
868303,1082073,11,1,2
891713,1108505,6,1,2
891677,1108537,0,1,2
891609,1108501,8,1,2
891718,1108511,7,1,2
891605,1108496,7,1,2
833376,1042955,8,1,2
855095,1067395,3,1,2
891590,1108478,11,1,2
891636,1108437,7,1,2
891622,1108421,0,1,1
881910,1097114,0,1,2
891572,1108407,0,1,2
891566,1108399,0,1,2
891558,1108357,7,1,1
888886,1105324,9,1,0
887460,1103679,1,1,2
891547,1108345,9,1,1
890786,1107508,11,1,2
891490,1108372,2,1,2
868942,1082728,11,1,1
891536,1108332,2,1,2
891404,1108279,7,1,1
890277,1106904,5,1,2
891393,1108264,11,1,0
891438,1108225,0,1,2
890158,1106736,3,1,0
853229,1065387,8,1,2
891428,1108211,0,1,2
866373,1079829,5,1,2
891347,1108181,0,1,2
891334,1108163,4,1,2
891327,1108055,11,1,2
891221,1107948,5,1,2
891318,1108050,0,1,2
891256,1108038,0,1,0
891289,1108092,1,1,2
891255,1108037,1,1,2
891246,1108028,5,1,2
891288,1108087,11,1,2
887606,1103896,3,1,1
891272,1108073,11,1,1
891228,1107957,5,1,2
885250,1100861,11,1,1
891145,1107923,11,1,2
891165,1088580,11,1,2
891105,1107894,0,1,2
891103,1107892,11,1,1
891125,1107850,1,1,2
891092,1107881,5,1,0
891076,1107863,9,1,2
882747,1097987,11,1,0
891116,1104235,3,1,2
890922,1107635,4,1,2
891046,1107821,5,1,2
891011,1107797,1,1,2
890704,1107457,6,1,2
891031,1107753,3,1,2
889800,1106415,4,1,2
890931,1107647,11,1,2
891016,1107734,2,1,2
890975,1107707,4,1,2
890947,1107715,11,1,2
891014,1107731,4,1,2
890959,1107727,11,1,0
891012,1107730,6,1,2
890805,1107581,6,1,2
890956,1107724,6,1,2
890935,1107652,11,1,0
889948,1106500,3,1,2
890873,1107598,2,1,2
890879,1107604,11,1,2
890216,1106740,2,1,2
885824,1101548,3,1,2
890699,1107453,2,1,2
887748,1103951,5,1,2
890834,1107543,0,1,2
890836,1107546,1,1,2
890826,1107532,4,1,2
890816,1107523,0,1,1
890773,1079369,4,1,2
890708,1107514,11,1,2
890689,1107442,6,1,2
890754,1107477,7,1,2
890691,1107445,11,1,2
890625,1107267,11,1,2
890713,1107329,0,1,2
890605,1107324,0,1,2
890642,1107287,4,1,2
888556,1104998,11,1,2
888388,1104740,4,1,2
890643,1107289,5,1,0
890096,1106705,5,1,2
884211,1099675,6,1,2
873050,1087338,11,1,2
890636,1107279,1,1,2
890406,1107041,1,1,2
890569,1107234,11,1,1
890620,1107212,4,1,1
890570,1107235,0,1,2
890563,1107226,3,1,2
890527,1107141,4,1,1
880210,1095232,0,1,2
890515,1107126,0,1,1
890516,1107127,0,1,2
890268,1106894,6,1,2
890401,1076196,11,1,1
890391,1107024,3,1,2
889421,1105973,2,1,2
890346,1106947,11,1,2
888296,1104641,6,1,1
890285,1106963,1,1,2
867178,1080775,1,1,2
890104,1106766,2,1,2
889972,1106545,4,1,2
890232,1106814,7,1,2
890172,1106789,1,1,2
888743,1105203,11,1,2
883855,1099192,11,1,2
890159,1106737,2,1,1
890155,1106733,5,1,1
890144,1106723,0,1,2
890093,1106702,6,1,2
872722,1086928,0,1,2
889491,1106073,11,1,2
889991,1106615,2,1,0
851196,1063098,3,1,0
889750,1106292,0,1,2
889946,1106497,3,1,2
889624,1106158,9,1,2
889934,1106483,3,1,2
889890,1106459,0,1,2
889931,1103144,1,1,2
889798,1106413,11,1,2
889781,1106345,3,1,2
889851,1106396,11,1,2
889621,1106155,3,1,2
889794,1106358,6,1,1
887942,1104265,0,1,1
889797,1106361,4,1,1
889741,1106278,4,1,1
889691,1106253,11,1,2
884736,1100197,1,1,2
889684,1106242,0,1,1
889683,1106241,0,1,2
889729,1076523,11,1,0
889664,1106218,11,1,2
843015,1053736,7,1,2
889647,1098953,6,1,2
889548,1106051,5,1,1
889630,1106164,3,1,2
889614,1106148,0,1,2
889539,1106041,3,1,2
888601,1105022,3,1,2
888973,1105417,1,1,2
874534,1089020,11,1,2
889260,1105837,5,1,2
889368,1105869,11,1,2
889342,1065047,8,1,2
889324,1105854,2,1,2
887469,1103625,4,1,2
889314,1105842,11,1,2
889248,1105825,6,1,2
872334,1086519,0,1,1
888241,1104595,2,1,2
889300,1105796,8,1,2
889263,1105708,4,1,1
888622,1105064,4,1,2
889148,1105689,2,1,2
889156,1105699,11,1,2
889198,1105724,0,1,1
889132,1105672,7,1,2
889036,1105554,5,1,2
889094,1099694,1,1,1
874799,1089282,4,1,2
878306,1093132,11,1,2
889066,1105500,11,1,2
877288,1092021,4,1,2
888951,1105480,4,1,2
883026,1098284,11,1,1
886504,1102345,6,1,2
886513,1102386,11,1,2
888841,1105306,11,1,2
887062,1103083,8,1,2
888876,1105262,11,1,2
888866,1105252,11,1,2
867354,1080950,11,1,2
862447,1075487,0,1,2
888777,1105156,5,1,2
888356,1104781,5,1,2
888725,1105184,11,1,2
886830,1102884,2,1,2
888702,1105129,0,1,2
888658,1105111,11,1,2
888692,1105119,1,1,2
877020,1091610,3,1,2
888578,1104946,2,1,2
888509,1104925,5,1,2
888458,1104892,11,1,2
888484,1104845,3,1,2
888402,1104758,11,1,1
887724,1103922,11,1,2
887545,1103720,3,1,0
888243,1104600,4,1,2
888274,1104615,0,1,2
888263,1104555,8,1,2
888266,1014430,11,1,0
888223,1104570,2,1,1
837367,523086,3,1,0
888152,1104541,11,1,2
888206,1104499,11,1,2
888117,1104401,9,1,2
880478,1095458,8,1,2
888068,1104353,2,1,1
862217,1075146,11,1,1
887996,1104330,2,1,2
864811,1078046,8,1,0
888048,1104380,6,1,2
886563,1102356,7,1,2
887980,1104261,4,1,2
887952,1104278,11,1,2
863087,1076153,3,1,2
887932,1104204,6,1,2
887905,1104233,5,1,2
877617,1092294,5,1,0
880577,1095512,11,1,2
887833,1104095,11,1,2
887914,1104183,7,1,2
887634,1103818,4,1,2
886982,1102995,0,1,0
887836,1104098,5,1,2
887477,1103634,3,1,2
879412,1094231,4,1,2
887797,1104054,11,1,2
887794,1104050,4,1,2
872282,1086471,11,1,0
887816,1104068,11,1,2
886249,1102046,2,1,2
887766,1104014,11,1,2
887145,1103233,2,1,2
883991,1099327,11,1,2
887709,1104006,7,1,2
887742,1103944,0,1,2
885249,1100860,2,1,1
887650,1103840,2,1,2
887644,1103828,11,1,2
887637,1103821,2,1,2
887633,1103817,11,1,2
887629,1103813,11,1,2
887616,1103747,11,1,1
887364,1103461,8,1,1
887499,1103766,9,1,2
887539,1103714,4,1,2
887533,1103706,7,1,2
887484,1103644,7,1,2
887527,1103700,11,1,2
886292,1102106,2,1,1
887395,1103545,5,1,2
887402,1103555,6,1,1
887394,1103542,5,1,2
886326,1102131,11,1,2
887378,1103526,4,1,2
876837,1091447,3,1,0
887346,1103500,5,1,2
887363,1103460,6,1,0
887370,1103518,4,1,2
887328,1103479,9,1,2
887033,1103059,5,1,0
887295,1083365,0,1,2
875626,1090105,4,1,2
887259,1103407,11,1,2
885196,1100799,1,1,2
887274,1103417,11,1,2
887247,1103392,4,1,2
887246,1103391,11,1,0
886254,1102053,11,1,2
887225,1103363,9,1,2
887182,1103313,1,1,2
887185,1103320,11,1,2
879014,1093815,3,1,2
887160,1103247,0,1,2
887151,1103238,7,1,2
885704,1101525,4,1,2
885986,1101772,11,1,2
887173,1103203,11,1,2
880713,1095706,8,1,2
887079,1103103,0,1,2
879190,1094006,3,1,2
879707,1094682,1,1,1
884607,1100049,1,1,2
887115,1103148,8,1,2
887085,1103109,3,1,2
887077,1103101,3,1,2
887018,1103043,3,1,2
885620,1101322,11,1,2
884931,1100408,11,1,2
886999,1103068,9,1,2
886946,1103019,5,1,2
886952,1103026,9,1,0
886954,1093121,6,1,2
886983,1102996,5,1,2
864135,1077297,4,1,1
886928,1102943,5,1,2
886926,1102941,6,1,2
886858,1102968,3,1,2
886904,1102913,11,1,2
886900,1102857,5,1,2
886824,1102877,11,1,2
849333,1061040,4,1,2
886822,1102875,1,1,2
886870,1102828,11,1,2
886815,1102867,11,1,2
886716,1102718,7,1,2
886664,1102665,11,1,1
885797,1101568,7,1,1
886517,1102391,11,1,2
831934,1041253,3,1,2
886514,1102387,8,1,2
886471,1102302,11,1,2
874854,1089355,1,1,2
886395,1102264,2,1,2
885696,1101515,3,1,2
876575,1091178,7,1,2
886331,1102135,9,1,2
886300,1102165,7,1,2
886290,1102104,2,1,2
883550,1098877,11,1,2
886294,1102108,11,1,1
879872,1094818,11,1,2
886277,1102089,11,1,2
885768,1101482,2,1,2
730844,926851,9,1,2
886184,1101982,11,1,2
886103,1101899,5,1,2
880531,1095553,11,1,2
886136,1101925,2,1,2
886110,1101907,4,1,2
886116,1101853,4,1,1
886100,1101895,11,1,2
886112,1101849,0,1,2
886071,1101864,6,1,2
886050,1101836,2,1,2
886001,1101792,9,1,2
885976,1101763,5,1,0
884885,1100464,11,1,2
885916,1101646,11,1,1
884188,1099594,11,1,2
885909,1101692,11,1,1
885947,1101727,7,1,2
885951,1101221,0,1,2
885944,1101724,2,1,2
885922,1101652,11,1,1
885931,1101661,8,1,2
885881,1101604,0,1,2
885857,1101636,2,1,2
859156,1071836,2,1,0
885791,1101509,2,1,2
884946,1100530,11,1,2
884769,1100236,0,1,2
885701,1092540,4,1,2
885747,1101459,11,1,1
885675,1101389,3,1,2
863374,1076450,6,1,2
885731,1101442,4,1,2
884840,1100413,5,1,2
868135,1081849,0,1,2
885651,1101357,4,1,2
885637,1101339,11,1,2
871152,1085269,4,1,2
885489,1101184,3,1,1
885569,1101271,3,1,2
885551,1101248,0,1,2
885522,1101214,11,1,1
873624,1087946,4,1,1
884264,1099622,0,1,2
885388,1101063,3,1,2
885389,1101066,11,1,2
885382,1101007,3,1,2
884560,1100012,2,1,2
884937,1100520,11,1,2
885329,1100949,1,1,2
885312,1100929,11,1,2
885282,1100895,11,1,2
885252,1100914,1,1,0
885293,1100907,11,1,2
885280,1100892,0,1,1
859497,1072194,9,1,2
885209,1100869,11,1,2
884856,1100432,2,1,2
885195,1100798,4,1,2
885182,1100782,6,1,2
884223,1099521,2,1,0
867529,1081136,2,1,1
885035,1100621,11,1,2
879929,1094865,3,1,2
885095,1100688,11,1,2
878233,1093001,8,1,2
885011,1100597,0,1,2
885009,1100595,9,1,2
884952,1100538,7,1,0
849512,1061233,2,1,2
885002,1100588,2,1,2
884965,1100497,5,1,1
883463,1098730,6,1,2
884948,1100533,0,1,2
884978,1099076,11,1,2
884963,1100495,4,1,1
883528,1098854,11,1,2
884903,1100484,9,1,1
884911,1100493,4,1,2
884904,1083309,11,1,2
884853,1100427,11,1,2
884487,1099919,2,1,2
884858,1100430,6,1,2
884850,1100423,0,1,2
884798,1100371,4,1,2
884787,1100257,1,1,2
884640,1100088,2,1,0
884789,1100260,1,1,2
884469,1099848,11,1,2
884814,1100278,0,1,2
884813,1100280,3,1,2
884684,1100141,5,1,2
884755,1100269,11,1,2
884055,1099397,2,1,2
884733,1100193,8,1,0
884691,1100151,5,1,1
882899,1098157,1,1,1
884653,1100105,0,1,2
884676,1100129,3,1,2
884267,1099625,5,1,2
876767,1091349,3,1,2
884655,1100107,0,1,2
884603,1100044,11,1,2
884670,1100123,6,1,2
884664,1100116,11,1,2
884582,1100021,9,1,2
884627,1100072,11,1,1
882221,1097393,11,1,1
884544,1099992,0,1,2
884600,1100038,11,1,2
884532,1099977,11,1,2
883890,1099221,11,1,2
883950,1099287,11,1,0
884502,1099939,11,1,1
745380,943957,11,1,2
884507,1098410,8,1,0
884501,1099938,6,1,1
884295,1099717,6,1,2
884494,1099927,4,1,2
884493,1099926,0,1,2
884484,1099916,3,1,2
884424,1099808,0,1,2
884403,1099831,6,1,1
883533,1098860,3,1,2
884395,1099822,0,1,1
884359,1099786,1,1,2
863723,1076868,0,1,2
881875,1097026,11,1,1
884366,1099742,0,1,2
881539,1096665,0,1,2
884305,1099729,11,1,2
884304,1099728,4,1,2
884303,1099727,6,1,2
884143,1099486,2,1,0
883659,1098987,11,1,2
884196,1099605,11,1,2
884187,1099592,5,1,2
884249,1099551,11,1,2
879516,1094336,7,1,1
884181,1068731,2,1,2
869359,1083316,5,1,2
884109,1099454,1,1,2
882700,1097946,2,1,2
872714,1086920,6,1,2
882831,1098075,4,1,2
884048,1099390,1,1,1
884135,1099478,2,1,2
857163,1069594,3,1,2
883868,1099146,11,1,2
884090,1099430,0,1,2
883516,1098840,11,1,2
880535,1095557,11,1,2
884079,1099417,2,1,2
883894,1099225,11,1,2
878008,1092763,2,1,2
884068,1099354,11,1,2
884064,1099350,11,1,1
884032,1099372,0,1,2
883995,1099330,11,1,2
883986,1099321,4,1,1
883984,1099318,4,1,1
884019,1099307,1,1,2
883911,1099243,11,1,2
883080,1098342,6,1,0
883958,1099296,0,1,1
883972,1099254,3,1,2
883910,1099242,11,1,2
883917,1094563,11,1,2
883912,1099199,7,1,2
876748,1091408,1,1,2
883835,1099168,1,1,2
882466,1097646,11,1,2
850440,1062264,6,1,2
883831,1099164,8,1,1
858300,1070868,11,1,2
883824,1099107,1,1,2
883608,1098932,5,1,2
882697,1097943,0,1,0
881232,1096330,11,1,0
881462,1091832,11,1,2
883717,1098997,2,1,1
883654,1098982,11,1,2
883695,394026,11,1,2
883638,1098961,11,1,1
883684,1098912,8,1,2
883664,1098891,3,1,2
883618,1098943,11,1,2
883381,1098645,11,1,0
883622,1098947,7,1,2
883617,1098942,2,1,0
883607,1098928,0,1,2
883605,1098929,3,1,1
883161,1098515,0,1,2
883543,1098870,0,1,2
883583,1098803,3,1,2
883572,1098791,0,1,1
883581,1098802,11,1,2
881981,1097137,5,1,2
879867,1094762,1,1,2
883504,1078996,11,1,2
883431,1098696,2,1,1
882001,1097160,1,1,2
883428,1098693,4,1,2
880667,1095643,0,1,2
883418,1098681,2,1,2
883331,1098590,11,1,2
883352,1098612,8,1,2
882853,1098098,3,1,2
883176,1098431,7,1,2
883253,1098614,11,1,0
878073,1092829,11,1,2
882741,1097981,0,1,2
883322,1098580,2,1,2
883314,1098572,0,1,2
883303,1098561,0,1,2
874548,1089039,0,1,2
878753,1093574,11,1,2
864228,1077391,5,1,2
883300,1098557,5,1,2
883289,1098544,4,1,2
883282,1098537,0,1,2
883228,1098488,0,1,2
882237,1097411,11,1,2
883269,1098523,4,1,2
883270,1098524,2,1,2
883216,1098476,11,1,2
882709,1097955,2,1,2
883204,1098462,8,1,2
883203,1098463,5,1,2
879029,1093833,2,1,2
883183,1098438,11,1,2
876792,1091475,11,1,2
883129,1098382,11,1,1
883173,1098426,7,1,1
883165,1098416,11,1,0
883037,1098301,1,1,2
883067,1098324,6,1,2
880401,1095430,11,1,2
882693,1097939,2,1,2
882960,1098267,4,1,1
882910,1098218,11,1,2
882901,1098159,4,1,2
882885,1098142,3,1,1
882849,1098094,6,1,0
882860,1098109,11,1,2
882412,1097584,11,1,2
882416,1097588,11,1,2
882863,1098117,3,1,2
882562,1097748,11,1,2
882824,1098066,4,1,2
875409,1089984,1,1,2
882760,1098001,0,1,2
882774,1098024,11,1,2
882779,1098029,4,1,1
880448,1095514,1,1,2
879843,1094772,0,1,2
878123,1092887,2,1,2
882642,1097872,3,1,2
882724,1097909,3,1,2
882692,1097938,11,1,2
882675,1097919,6,1,2
879569,1094451,11,1,2
882593,1097836,4,1,2
881238,1096337,9,1,2
882613,1097789,7,1,2
882577,1097815,1,1,0
879746,1094637,11,1,2
882555,1097781,4,1,2
882545,1097771,11,1,0
880452,1095519,11,1,2
882450,1097673,11,1,2
877788,1092507,11,1,2
881888,1097041,0,1,1
882465,1097645,4,1,2
882431,1097601,11,1,1
882357,1097579,7,1,2
882462,1097640,1,1,1
878586,1093341,8,1,2
877556,1092280,5,1,2
882355,1097577,11,1,1
882419,1097591,1,1,2
882370,1097496,2,1,2
882100,1097262,11,1,0
882328,1097549,11,1,2
882241,1097467,7,1,2
882365,1081056,5,1,1
882246,1097471,11,1,1
882247,1097472,6,1,2
882293,1097462,4,1,2
881729,1096810,11,1,2
882167,1097329,2,1,2
882281,1097448,11,1,0
882230,1097403,11,1,2
882226,1097400,3,1,1
882215,1097382,6,1,2
882193,1097358,2,1,2
882216,1097388,11,1,2
882067,1097226,6,1,2
882183,1097347,2,1,2
882118,1097284,11,1,1
882090,1097250,4,1,1
881975,1097131,3,1,2
870390,1084347,11,1,2
882097,1097257,0,1,0
881812,1096963,6,1,2
879011,1093917,11,1,2
882018,1097181,8,1,2
881954,1097167,0,1,2
881995,1097151,5,1,2
882006,1097215,6,1,2
876617,1091242,0,1,2
881955,1097168,5,1,2
881994,1097150,0,1,2
881983,1097140,5,1,2
877452,1092174,3,1,2
880318,1095277,8,1,2
881454,1096578,11,1,0
876597,1091201,2,1,2
881918,1097078,3,1,2
881887,1097040,4,1,2
880539,1095562,11,1,2
881824,1096975,11,1,2
875250,1089748,4,1,0
874453,1088924,4,1,2
881765,1096841,4,1,1
881680,1096753,11,1,2
881074,1094906,11,1,1
881619,1096697,0,1,2
881548,1096675,11,1,2
881531,1096606,3,1,2
881518,1096593,11,1,2
881568,1096630,11,1,2
881395,1096451,1,1,2
881415,1096488,11,1,0
881355,1096474,9,1,2
881357,1096477,7,1,2
881334,1096403,6,1,2
881339,1096408,4,1,1
881258,1096360,0,1,2
880642,1095684,11,1,2
880744,1095787,11,1,2
881309,1096377,11,1,2
881288,1096305,8,1,2
881283,1096300,11,1,2
881078,1096141,4,1,2
881188,1096254,2,1,2
877615,1092291,6,1,1
876308,1090954,11,1,0
881092,1096157,1,1,2
881055,1096098,5,1,2
881063,1096127,11,1,2
880784,1095866,5,1,2
881029,1096068,3,1,2
880970,1096031,0,1,2
880824,1095822,1,1,2
880906,1095990,11,1,2
879246,1094060,3,1,2
880876,1095909,5,1,2
880842,1095843,5,1,2
880789,1095871,5,1,2
832346,1041718,3,1,2
880822,1095818,6,1,2
880819,1095817,1,1,2
880753,1095797,11,1,2
880729,1095771,0,1,2
880370,1095346,4,1,2
880696,1095725,6,1,2
880686,1095714,3,1,2
880641,1095683,11,1,0
880639,1095681,0,1,2
880511,1095496,5,1,2
879575,1094457,2,1,2
880459,1095527,2,1,2
880565,1095500,2,1,2
880495,1095477,2,1,2
878872,1093649,2,1,1
877531,1092204,11,1,2
880403,1095432,11,1,2
880407,1095436,11,1,1
870391,1084348,9,1,2
880347,1095310,11,1,1
880187,1095159,2,1,2
880366,1095342,11,1,1
880299,1095324,0,1,2
880291,1095315,4,1,2
880286,1095260,11,1,1
880253,1095211,4,1,2
861707,1074673,0,1,2
880264,1095236,8,1,2
880239,1095196,7,1,2
880198,1080765,11,1,2
880102,1095119,11,1,2
880232,1095187,11,1,2
880230,1095184,1,1,2
877081,1091751,2,1,2
876849,1091459,0,1,2
880082,1095043,0,1,2
880070,1095027,0,1,2
880065,1095018,6,1,2
880007,1094960,1,1,2
775533,977793,6,1,2
864482,1077610,5,1,2
872854,1087169,7,1,2
879901,1094850,9,1,2
879702,1094680,0,1,2
879885,1094833,4,1,2
879881,1094828,3,1,2
879876,1094822,2,1,2
879844,1094774,1,1,1
879824,1094702,11,1,2
879744,1094635,4,1,1
879688,1094666,11,1,2
874553,1089045,7,1,2
879742,1094633,11,1,2
869300,1083150,6,1,1
879655,1094579,11,1,2
879644,1094569,5,1,2
879597,1094532,3,1,2
879585,1094517,6,1,2
879631,1094506,1,1,1
879560,1094483,6,1,2
879565,1094447,11,1,2
879556,1094478,2,1,0
879545,1094467,3,1,2
875326,1089830,6,1,2
878917,1093689,5,1,2
879493,1094423,4,1,2
878200,1093017,2,1,2
879540,1094463,11,1,2
879487,1094416,4,1,2
879399,1094276,5,1,2
879398,1094275,0,1,1
879452,1094322,4,1,2
879514,1094333,2,1,2
878820,1093535,1,1,2
879446,1094317,0,1,2
879404,1094281,0,1,1
876991,1091658,0,1,2
879386,1094211,11,1,2
879372,1094194,4,1,1
879362,1094183,0,1,2
879378,1094202,4,1,2
879193,1094009,5,1,2
879370,1094192,4,1,2
879297,1094167,5,1,1
879328,1094095,0,1,2
879363,1089780,2,1,1
879277,1094142,11,1,0
879310,1076594,0,1,2
879349,1094215,4,1,2
879232,1094045,0,1,2
879299,1084349,8,1,2
879316,1094083,0,1,1
875179,1089640,11,1,2
879330,1094097,5,1,0
879275,1094144,4,1,2
879262,1094129,1,1,1
853014,1065160,1,1,0
879175,614884,11,1,2
874557,1089049,11,1,2
879188,1094003,2,1,2
875115,1089611,1,1,2
879169,1093985,11,1,2
879162,1093977,5,1,2
879160,1093975,6,1,1
879158,1093973,0,1,2
878029,1092787,11,1,2
852755,1064869,6,1,2
878599,1093358,11,1,2
876685,1091292,3,1,2
879059,1093867,6,1,0
879024,1093826,0,1,2
879033,1093837,5,1,2
879031,1093835,0,1,2
878629,1093392,6,1,2
872482,1086681,9,1,2
878317,1093089,6,1,2
878770,1093592,7,1,1
878701,1093515,11,1,1
878693,1093457,3,1,2
878728,1093492,0,1,2
878671,1093435,2,1,2
878663,1093425,5,1,2
878673,1093436,11,1,2
878643,1093407,11,1,2
878636,1093399,2,1,2
878553,1093310,11,1,1
871859,1086018,0,1,1
878571,1093323,1,1,2
855581,1067904,11,1,2
875586,1090144,11,1,2
878126,1092890,0,1,0
878462,1093188,4,1,2
878393,1093170,11,1,0
878273,1093046,5,1,2
878395,1093172,11,1,2
878288,1093062,6,1,2
878380,1093156,3,1,2
878372,1093148,5,1,2
878319,1093091,9,1,2
878231,1093000,1,1,2
878266,1093026,4,1,2
876420,1090986,11,1,2
865198,1078449,11,1,1
878232,1081837,11,1,2
877719,1092450,0,1,2
878215,1092982,0,1,2
878161,1092979,11,1,2
878197,1093014,11,1,2
878184,1092949,11,1,0
872504,1086704,1,1,0
870773,1084712,6,1,2
877916,1092668,11,1,2
878091,1092849,1,1,2
878054,1092812,0,1,2
854417,1066661,11,1,2
878108,1092868,0,1,2
878058,1092916,2,1,2
878093,1092852,2,1,2
877961,1092816,8,1,2
877420,1092084,0,1,1
877956,1092711,2,1,1
876343,1090906,11,1,0
877786,1092505,0,1,2
877787,1092506,7,1,1
877457,1092179,1,1,2
877744,1092527,2,1,2
877771,1079530,0,1,2
877727,1092459,0,1,2
877707,1079657,11,1,1
877732,1092514,5,1,2
877712,1092443,11,1,2
824554,1033279,11,1,2
877539,1092212,0,1,2
877651,1092430,11,1,0
877672,1092385,7,1,2
871431,1085509,6,1,2
877663,1092376,2,1,2
877642,1092419,11,1,2
877645,1092422,0,1,2
877604,1092367,3,1,2
877599,1092362,11,1,0
876417,1090982,11,1,2
877581,1092340,0,1,1
875545,1090053,11,1,2
877577,1092336,11,1,1
866035,1079438,11,1,2
877538,1092211,3,1,2
877565,1092322,6,1,2
868027,1081707,5,1,2
877547,1092270,3,1,2
877506,1092262,9,1,2
877520,1092193,1,1,2
877475,1092224,7,1,2
877471,1092218,11,1,2
875004,1089496,0,1,2
877411,1092155,11,1,2
877441,1092111,5,1,1
877399,1092139,5,1,1
877390,1092129,5,1,2
877426,1092091,0,1,2
848826,1060488,3,1,2
877384,1092121,2,1,2
877360,1092073,4,1,2
877221,1091918,1,1,2
877316,1091973,2,1,0
870380,1084337,2,1,2
877214,1091914,11,1,2
877227,1091928,5,1,2
877151,1091851,11,1,2
877124,1091822,6,1,2
875603,1090162,7,1,0
877058,1091704,3,1,2
853183,1065339,11,1,0
807181,1013708,11,1,2
877077,1091747,1,1,2
871927,1086085,11,1,2
876979,1091645,4,1,2
875562,1090120,11,1,2
875376,1089898,5,1,0
875973,1090569,11,1,2
876873,1091508,3,1,2
876796,1091480,3,1,2
876865,1064013,11,1,2
876518,1091141,5,1,2
875150,1089696,11,1,2
876843,1091453,1,1,2
872341,1086528,11,1,1
876409,1091058,8,1,2
876750,1091410,11,1,2
876780,1091463,9,1,0
876782,1091465,4,1,2
876560,1091234,3,1,1
876755,1070688,2,1,2
876722,1091380,11,1,2
875681,1090192,5,1,2
876694,1091302,11,1,2
876693,1091301,11,1,2
876697,1079836,5,1,0
876622,1091248,0,1,2
876252,1090810,2,1,2
876601,1091205,1,1,2
876604,1091208,4,1,2
876593,1091197,1,1,2
876562,1091165,9,1,2
876510,1091112,3,1,1
876501,1091103,2,1,2
876457,1091130,0,1,0
876446,1091117,3,1,2
792026,996412,0,1,2
876406,1091054,1,1,2
876428,1090999,3,1,2
876418,1090983,6,1,0
876296,1090943,4,1,2
876377,1091023,3,1,2
876351,1090965,3,1,2
876293,1090939,2,1,1
876330,1090889,5,1,2
876274,1090918,4,1,2
876324,1084459,7,1,2
875556,1090114,5,1,2
876167,1090760,8,1,2
864679,1077858,4,1,2
875547,1090055,11,1,1
876146,1090738,11,1,2
876110,1090767,0,1,2
876107,1090764,6,1,2
876159,1082410,5,1,0
876156,1090749,4,1,1
876104,1090709,11,1,2
876138,1073620,6,1,2
874845,1089345,8,1,2
876048,1090640,5,1,2
876008,1090607,5,1,2
875769,1090283,0,1,2
876000,1090599,2,1,2
875999,1090598,1,1,2
875994,1090592,8,1,2
875253,1089753,3,1,2
876026,1090616,0,1,2
876021,1090560,11,1,2
872961,1087244,5,1,2
875099,1089594,4,1,2
875979,1090577,2,1,1
875961,1090548,4,1,2
874447,1088917,11,1,2
875892,1090434,1,1,2
874530,1089016,9,1,1
875905,1090447,0,1,2
875933,1090511,11,1,2
862642,1075690,11,1,1
875843,1083667,11,1,1
875878,1090418,2,1,2
875266,1089778,5,1,2
872924,1087151,7,1,2
875752,1090337,5,1,2
874464,1088937,4,1,1
874160,1088557,3,1,2
875768,1090282,4,1,2
875350,1089855,5,1,2
875720,1090254,2,1,2
875718,1090252,11,1,2
875650,1090232,4,1,2
875646,1090228,4,1,1
875632,1090112,11,1,2
872386,1086579,11,1,2
875113,1089608,6,1,1
875434,1089941,0,1,2
875582,1090140,11,1,0
875569,1090125,11,1,1
872955,1087237,11,1,2
875338,1089843,4,1,1
869340,1083246,11,1,2
875517,1090025,3,1,2
875480,1090006,0,1,2
875528,1090036,0,1,1
875176,1089637,0,1,2
875474,1089999,2,1,2
875446,1089954,7,1,2
871193,1085240,11,1,1
875206,1089767,4,1,2
875449,1089957,8,1,2
875406,1089981,11,1,2
782812,985845,11,1,1
861609,1074573,8,1,2
875310,1089879,0,1,2
875302,1089869,11,1,2
868624,1082308,2,1,2
874826,1089326,7,1,2
875275,1089787,5,1,2
875286,1089800,6,1,2
875251,1089750,11,1,1
875224,1089720,0,1,1
875270,1089782,11,1,2
