id,member_id,emp_length,policy_code,loan_status
1062293,1294356,4,1,2
1062384,1294244,4,1,2
1031348,1260966,4,1,1
1062268,1294324,3,1,1
1062161,1294219,0,1,2
1061409,1293201,1,1,2
1061705,1293730,11,1,2
1062146,1294204,4,1,1
1058699,1290298,3,1,2
1062150,1294209,7,1,2
1062257,1294315,2,1,1
1061420,1293213,3,1,2
1062250,1294107,11,1,1
1020855,1249642,5,1,2
997521,1222612,11,1,1
1058624,1290219,5,1,1
1062232,1294086,2,1,2
1062235,1282333,6,1,2
1060429,1292184,1,1,2
1062102,1294156,11,1,0
1060630,1292392,11,1,2
1062192,1294043,6,1,2
1059016,1290624,11,1,2
1056174,1287750,11,1,2
1062045,1293890,7,1,2
1059395,1291011,4,1,2
1062012,1293854,2,1,2
1061941,1293989,5,1,0
1031266,1260677,1,1,1
1061975,1293812,11,1,2
1061914,1293952,6,1,1
1061750,1293780,8,1,2
1061741,1293770,2,1,1
1061747,1293775,2,1,0
1040188,1270140,4,1,2
1057749,1289516,5,1,1
1061721,1293749,2,1,0
1061869,1293501,7,1,1
1060650,1292415,6,1,2
1059701,1291518,0,1,2
1061842,1293470,6,1,2
1061837,1293455,7,1,2
1057272,1288832,5,1,2
1061675,1293692,3,1,2
1061661,1293676,0,1,1
1061656,1293671,1,1,2
1061776,1293397,1,1,2
1061767,1293387,8,1,2
1052746,1284516,1,1,0
1061643,1293657,11,1,1
1061785,1293407,4,1,2
1061623,1293635,5,1,2
1030795,1260186,0,1,2
1061598,1293608,3,1,2
1061772,1293390,1,1,2
1058931,1290729,9,1,1
1061355,1293371,4,1,2
1061593,1293603,1,1,2
1061581,1293591,5,1,0
1061583,1293593,4,1,2
1059572,1291176,7,1,2
1053004,1284580,0,1,2
1061496,1293299,11,1,1
1051434,1283117,7,1,2
1058174,1289753,11,1,2
1061547,1293554,6,1,2
1061317,1293331,7,1,0
1061306,1293319,2,1,2
1061515,1293518,11,1,2
1058858,1290455,2,1,1
1051045,1282508,5,1,0
1060415,1292169,11,1,2
1061279,1293090,5,1,2
1058942,1290740,7,1,2
1042958,1273259,11,1,2
1061251,1293059,6,1,2
1058015,1289589,5,1,2
1059858,1291490,0,1,2
1061247,1293053,11,1,2
1061250,1293058,1,1,2
1061245,1293051,4,1,2
1060411,1292165,1,1,2
1061416,1293209,11,1,2
1040053,1270014,2,1,2
1061227,1293032,11,1,2
1061403,1293193,5,1,2
1061413,1293206,1,1,2
1061202,1293005,11,1,2
1061204,1293007,5,1,2
1061380,1293167,4,1,2
1061193,1292991,4,1,2
1051953,1283471,2,1,0
1061194,1292992,0,1,2
1060945,1293124,4,1,2
1057719,1289486,2,1,2
1059906,1291742,11,1,0
1061383,1293170,4,1,2
1050511,1281966,8,1,2
1061175,1292974,6,1,2
1061122,1292917,0,1,2
1061095,1292688,4,1,2
1061164,1292963,4,1,2
1060436,1292191,3,1,1
1061133,1292928,11,1,2
1060855,1292820,2,1,2
1058477,1290065,5,1,2
1060995,1292578,0,1,1
1061135,1292930,2,1,1
1059939,1291779,11,1,2
1060951,1293130,9,1,2
1046507,1277552,1,1,2
1060880,1292848,1,1,2
1060934,1292910,5,1,1
1061128,1292923,0,1,2
1061130,1292925,11,1,1
1061126,1292921,0,1,2
1056057,1287630,8,1,0
1060895,1292866,11,1,2
1061106,1292700,0,1,2
1060925,1292899,5,1,2
1045240,1275651,6,1,2
1024951,1254096,9,1,2
1061070,1292661,4,1,2
1061060,1292651,9,1,2
1055190,1286745,11,1,2
1060848,1292813,0,1,0
1053622,1285216,4,1,0
1060865,1292832,11,1,0
1051018,1282481,11,1,2
1059259,1290863,4,1,2
1060853,1292815,7,1,0
1060831,1292796,5,1,2
1058228,1289809,5,1,2
1060841,1292806,5,1,2
1056914,1288468,3,1,2
1060794,1292756,1,1,2
1061003,1292586,11,1,2
1061008,1292591,5,1,2
1060779,1292740,3,1,2
1060993,1292576,11,1,2
1060553,1292714,7,1,1
1058200,1289780,4,1,2
1060544,1292305,7,1,2
1060979,1292556,0,1,1
1060698,1292468,11,1,2
1060970,1292545,11,1,1
1060760,1292536,11,1,2
1060753,1292527,4,1,2
1060559,1292720,11,1,2
1060696,1292466,2,1,2
1060735,1292507,11,1,2
1060720,1292493,2,1,1
1060558,1281435,1,1,2
1060731,1292503,8,1,2
1060536,1292297,4,1,2
1060721,1292491,2,1,2
1060527,1292287,2,1,2
1060714,1292484,2,1,2
1060508,1292266,11,1,2
1059582,1291186,11,1,2
1060481,1292237,1,1,2
1052346,1283902,7,1,1
1054397,1286027,7,1,2
1055294,1286856,4,1,2
1060485,1292242,0,1,1
1060697,1292467,2,1,2
1060670,1292440,1,1,2
1060452,1292208,7,1,2
1051471,1283155,0,1,1
1059954,1291797,11,1,2
1059310,1291114,7,1,2
1055282,1286844,1,1,2
1060631,1292393,11,1,0
1058486,1290074,9,1,2
1060427,1292182,11,1,2
1060418,1292172,3,1,2
1060605,1292364,11,1,2
1060597,1292355,4,1,2
1060600,1292359,1,1,0
1053763,1285365,11,1,1
1060581,1292336,8,1,0
1060372,1292123,5,1,2
1060371,1292122,11,1,2
1060369,1292120,4,1,2
1060365,1292116,8,1,2
1060086,1291922,0,1,1
1058493,1290081,5,1,2
1059978,1291598,11,1,2
1059252,1290856,1,1,2
1060167,1291810,5,1,2
1059974,1291594,7,1,2
1060046,1291676,2,1,2
1060030,1291660,11,1,2
1059948,1291788,0,1,1
1060036,1291666,2,1,2
1055631,1287194,0,1,2
1060019,1291647,5,1,1
1053454,1285049,0,1,1
1059930,1291769,11,1,0
1060004,1291631,1,1,2
1060015,1291641,3,1,2
1059936,1291775,4,1,2
1059288,1290891,1,1,0
1052230,1283783,3,1,2
1059996,1291621,5,1,2
1059887,1291721,9,1,2
1010310,1237314,7,1,2
1059889,1291723,4,1,2
1059736,1291552,3,1,2
1059870,1291503,7,1,2
1059874,1291507,11,1,1
1032863,1262418,11,1,1
1054178,1285805,11,1,0
1059843,1291476,8,1,2
1057243,1288802,6,1,1
1059785,1291412,6,1,2
1059698,1291514,3,1,0
1059704,1291520,7,1,2
1059801,1291428,0,1,2
1059605,1291209,4,1,2
1058085,1289661,1,1,2
1059157,1290971,2,1,1
1059627,1291235,0,1,0
1023566,1252426,0,1,2
1059657,1291266,4,1,2
1059639,1291248,3,1,2
1059571,1291175,4,1,2
1059623,1291231,3,1,0
1059629,1291237,5,1,2
1057474,1289036,9,1,0
1059603,1291207,8,1,2
1059522,1291347,1,1,1
1059529,1291353,3,1,2
1059502,1291327,11,1,1
1058733,1290534,11,1,2
1059497,1291322,11,1,2
1059433,1291052,6,1,2
1059469,1291090,7,1,2
1048973,1280119,11,1,2
1059444,1291064,11,1,2
1059311,1291115,7,1,2
1059333,1291136,1,1,2
1055994,1287564,8,1,1
1059386,1291002,11,1,2
1059289,1290892,0,1,2
1058552,1290342,3,1,2
1059461,1291081,0,1,1
1059312,1291116,3,1,2
1058031,1289606,2,1,2
1059447,1291067,5,1,2
1059319,1291122,4,1,1
1059274,1290878,4,1,0
1059291,1290894,11,1,1
1059280,1290884,11,1,2
1059284,1290887,5,1,0
1059362,1290976,0,1,2
1059262,1290866,1,1,2
1059409,1291025,7,1,1
1057384,1288940,2,1,2
1058892,1290489,2,1,1
1059282,1266223,4,1,0
1052360,1284117,0,1,2
1059251,1290855,11,1,2
1059227,1290830,11,1,2
1059236,1290838,2,1,2
1042427,1272507,3,1,0
1059210,1290814,11,1,2
1059174,1290775,2,1,2
1057064,1288618,2,1,2
1059199,1290801,6,1,2
1048482,1279818,8,1,0
1058946,1290744,11,1,2
1059186,1290787,2,1,2
1059120,1290934,8,1,0
1050101,1281543,0,1,2
1059128,1290942,0,1,0
1058958,1290759,1,1,2
1032427,1261865,6,1,2
1058956,1290757,11,1,2
1058959,1290760,2,1,2
1058952,1290751,4,1,0
1055920,1287496,0,1,2
1059103,1290916,4,1,2
1059046,1290655,3,1,2
1058943,1290741,6,1,2
1059100,1290913,6,1,2
1058926,1290724,11,1,2
1034052,1263632,7,1,2
1057403,1288960,8,1,1
1058924,1290722,0,1,2
1058885,1290482,11,1,2
1058877,1290474,11,1,2
1059041,1290650,2,1,2
1059039,1290648,11,1,2
1059024,1290633,1,1,2
1054453,1286084,0,1,1
1058814,1290409,6,1,2
1058830,1290408,3,1,2
1053112,1284695,6,1,2
1058317,1289904,8,1,2
1058846,1290441,7,1,2
1058824,1290419,5,1,1
1058828,1290424,1,1,2
1058831,1281247,2,1,2
1052449,1283978,6,1,2
1058974,1290577,4,1,0
1058734,1290535,7,1,1
1058209,1289789,11,1,2
1058749,1290552,1,1,2
1058782,1290374,11,1,2
1056831,1288385,0,1,2
1054373,1285996,11,1,2
1058744,1290547,11,1,2
1047572,1278466,7,1,2
1056011,1287582,0,1,2
1058718,1290517,9,1,2
1058792,1279067,2,1,2
1058556,1290346,6,1,2
1058407,1289991,4,1,2
1029236,1258592,0,1,2
1058698,1290297,4,1,0
1058696,1290292,3,1,2
1058411,1289995,11,1,2
1058515,1290104,5,1,1
1058110,1289687,8,1,1
1058519,1290108,1,1,1
1058494,1290082,0,1,2
1058634,1290230,11,1,2
1058483,1290071,11,1,1
1055678,1287242,2,1,2
1058484,1290072,0,1,1
1058615,1290210,6,1,2
1058603,1290197,3,1,2
1058625,1290221,2,1,0
1058468,1290056,9,1,2
1058440,1290022,11,1,2
1058451,1290037,3,1,2
1058596,1290190,11,1,2
1058578,1290169,8,1,2
1058423,1290007,3,1,2
1057201,1288760,3,1,1
1058396,1289979,3,1,2
1046641,1277494,4,1,2
1053982,1285589,2,1,2
1058372,1289952,9,1,1
1051228,1282516,0,1,0
1058368,1289948,0,1,2
1058155,1289935,2,1,2
1057701,1289468,4,1,2
1058301,1289888,9,1,1
1058237,1289819,3,1,2
1058309,1289896,0,1,1
1058318,1289905,0,1,2
1058381,1289962,2,1,0
1058282,1289869,11,1,2
1051960,1283480,11,1,2
1058289,1289876,3,1,2
1058241,1289823,2,1,2
1058276,1289862,5,1,2
1058123,1289701,1,1,2
1058126,1289704,5,1,1
1058242,1289824,2,1,2
1058119,1289696,0,1,2
1058084,1289660,4,1,2
1058111,1289688,11,1,1
1053505,1285105,6,1,2
1058101,1289677,4,1,0
1058072,1289647,5,1,2
1058082,1289658,11,1,1
1058221,1289803,4,1,2
1058078,1289654,2,1,2
1058213,1289793,8,1,2
1058059,1289635,11,1,2
1058060,1289636,11,1,2
1055436,1286990,11,1,2
1058186,1289765,6,1,1
1054438,1286069,3,1,2
1058203,1289783,6,1,2
1058042,1289617,11,1,2
1058195,1289775,11,1,2
1053728,1285528,11,1,2
1058177,1289756,5,1,1
1054408,1286038,11,1,0
1058173,1289752,11,1,0
1057996,1289569,1,1,2
1058162,1289739,11,1,1
1055265,1286822,2,1,2
1018385,1246619,0,1,2
1054294,1286133,0,1,2
1057750,1289517,4,1,1
1057923,1289295,6,1,2
1057816,1289185,7,1,2
1057900,1289271,11,1,2
1056770,1288321,7,1,1
1057710,1289477,5,1,2
1057323,1288886,2,1,2
1057878,1289248,7,1,2
1057726,1289493,0,1,2
1057720,1289487,5,1,1
1049053,1280217,11,1,2
1057448,1289007,11,1,2
1057669,1289434,0,1,2
1050535,1281992,11,1,2
1057674,1289439,3,1,2
1057806,1289174,5,1,2
1057615,1289379,11,1,2
1057818,1289186,5,1,2
1057629,1289394,3,1,2
1057621,1289385,2,1,2
1057787,1289153,11,1,2
